texto;";";classe
 Temer quer iniciar nesta terça aplicação de nova interpretação sobre MPs Presidente da Câmara quer pautar projetos com base em liminar do STF. Líder do DEM, antes contrário, agora concorda com votações.;";";alegria
 Câmeras de segurança flagram assalto a funerária no RS Ação foi acompanhada por funcionário que estava em outra loja. Polícia foi acionada e prendeu assaltantes em menos de 5 minutos.;";";alegria
 Prefeito de Londres é 'apresentado' à sua estátua de cera Boris Johnson ganhou 'sósia' no museu Madame Tussauds londrino. Ele é o 1º político britânico a ter a honraria em quase uma década.;";";alegria
 Apple negocia compra do Twitter, diz imprensa norte-americana Acordo pode ser anunciado em junho, segundo sites especializados. Empresa teria oferecido US$ 700 milhões, superando oferta do Facebook.;";";alegria
 Contribuintes já podem pedir devolução de IR descontado de férias vendidas Para obter restituição, é necessário retificar declarações antigas. O total a ser devolvido pode chegar a R$ 2 bilhões.;";";alegria
 Inflação pelo IPC-S desacelera na maioria das capitais Em São Paulo, o IPC-S ficou em 0,50% no dado fechado de abril. Taxa teve alta no Recife, em Salvador e em Belo Horizonte.;";";alegria
 Lula visita nesta terça áreas alagadas no Piauí e no Maranhão Presidente se reúne com prefeitos das regiões inundadas. São Luís teve o abril mais chuvoso dos últimos 24 anos.;";";alegria
 São Paulo vai usar prova para selecionar temporários Quem não obtiver pontuação suficiente não poderá dar aulas. Esse docente trabalhará, por exemplo, em bibliotecas.;";";alegria
 Premiê de Israel defende reinício de negociações com palestinos Nos EUA, Netanyahu falou em diálogo incondicional. Líder continua sem citar a criação de um Estado palestino.;";";alegria
 Fiat quer adquirir atividades da GM na América Latina, diz agência 'Negociações já começaram', informou uma fonte à agência AFP. O porta-voz da montadora italiana se recusou a comentar a informação.;";";alegria
 Gaúchos querem transformar chimarrão em patrimônio imaterial Iniciativa teve origem no município de Venâncio Aires. Projeto deve ser encaminhado ao Iphan no fim do semestre.;";";alegria
 Arqueólogos encontram vestígios com mais de 1.200 anos em MG Pesquisadores localizaram amostras de vegetais em Montes Claros. Com projeto, cientistas querem aproximar comunidade das descobertas.;";";alegria
 Formiga argentina emite substâncias para evitar ser enterrada viva Sinais desaparecem uma hora após a morte do inseto, afirma estudo. Com remoção das moléculas, bichos vivos vão para 'lixão' da colônia.;";";alegria
 Miss Tocantins pesca, caça e participa de clube de tiro Natália Araújo Bichuete, 18 anos, pretende estudar arquitetura. Candidatas disputam final de concurso de beleza no próximo sábado (9).;";";alegria
 Anotação antiga recém-descoberta revela história de sobrevivente do Holocausto Albert Veissid, judeu francês, foi preso pelos nazistas em Auschwitz. Bilhete recém-encontrado continha o nome dele e outras seis pessoas.;";";alegria
 EUA terão vacina contra H1N1 no segundo semestre, diz autoridade Governo está preparando vacinas para gripe antiga e a nova. Expectativa é tê-las a tempo de fazer a vacinação conjunta.;";";alegria
 Fiat confirma interesse na compra da Opel Presidente da montadora italiana diz que empresa alemã seria 'parceira ideal' para a companhia.;";";alegria
 Chávez apresenta neto de Allende como 'companheiro' da filha Pablo Sepúlveda Allende é médico e neto de Salvador Allende. María, de 29 anos, é a segunda filha do primeiro casamento de Chávez.;";";alegria
 China promove disputa de luta de mulheres na lama Campeonato aconteceu em Wuhan. Região é conhecida no país por ter lama que faz bem para a pele.;";";alegria
 Irmã de Carla Bruni dirige e atua no filme ‘Atrizes’ Produção estreou neste fim de semana nos cinemas brasileiros. Em seu segundo longa, cineasta foi premiada no Festival de Cannes.;";";alegria
 'Corrida de freiras' promove novo musical em Londres Centenas de pessoas se fantasiaram de freira. Nome do novo musical é 'Sister Act'.;";";alegria
 Polícia distribui panfletos para incentivar denúncias Cartões começaram a ser distribuído em região onde houve assassinato. Além de dados sobre assassino, policiais pedem informações sobre vítima.;";";alegria
 China vira principal comprador dos produtos brasileiros Em março, país desbancou EUA como principal destino de exportações. Com crise, governo chinês injeta quase US$ 600 bilhões na economia.;";";alegria
 Brasileiro é campeão mundial de aviões de papel Leonard Ang ganhou na categoria 'tempo de voo'. Ele prometeu raspar a cabeça caso vencesse.;";";alegria
 São Luís registra abril mais chuvoso dos últimos 24 anos 'Cinturão de nuvens' provoca chuvas no Nordeste, segundo meteorologista. A partir de maio deve chover com menor intensidade na região.;";";alegria
 Diretora da Petrobras anuncia produção maior de usinas térmicas Escassez de chuvas nas regiões Sul e Sudeste é o motivo. Será necessário aumentar a importação de gás natural da Bolívia.;";";alegria
 Cerca de 20 famílias permanecem na Raposa Serra do Sol, diz juiz do TRF Prazo para retirada de não índios da reserva terminou no dia 30. ‘Não há veículos suficientes para tirá-los de uma vez só’, disse o juiz.;";";alegria
 Lula pede que ministros apresentem marco regulatório para pré-sal Solenidade no Rio marcou início de operação na camada pré-sal. Lula recebeu pequeno barril de petróleo extraído hoje do Campo de Tupi.;";";alegria
 Especialistas ensinam melhor maneira de evitar a dor na primeira vez Leitores perguntaram se existe anestésico para a primeira relação. Médicos respondem dúvidas sobre saúde sexual até o sábado.;";";alegria
 Gabrielli destaca 'rapidez' na extração de óleo em Tupi Barril foi entregue no Rio de Janeiro ao presidente Lula. Gabrielli disse que 'foi às lágrimas' com extração do primeiro óleo de Tupi.;";";alegria
 Gás natural deve ficar mais barato no Rio Nos postos, preço deve cair em 6%, nas residências, em 2,75%. Novos valores passam a valer a partir desta sexta-feira (1).;";";alegria
 OMS vê possibilidade de produzir vacina contra gripe em breve Laboratórios podem começar produção em algumas semanas. 'Não temos dúvida de que é possível desenvolver uma vacina eficaz.';";";alegria
 Sindicato cubano celebra 50 anos da revolução no Dia do Trabalho Foi comemorado o 'compromisso com o socialismo'. O presidente Raúl Castro comandou o ato principal.;";";alegria
 Policial é preso acusado de facilitar fuga na BA Preso recapturado teria dito que agente receberia R$ 25 mil. Policial está detido na corregedoria e nega participação.;";";alegria
 'Hora não é de demitir', diz ministro do Trabalho Carlos Lupi participou da festa da Força Sindical nesta sexta (1º). Ele estima que saldo de empregos em abril gere balanço positivo no ano.;";";alegria
 Força Sindical faz festa do Dia do Trabalho na Zona Norte de São Paulo Evento conta com programação política e de shows. Custo foi de R$ 2,3 milhões.;";";alegria
 Confiança do consumidor nos EUA tem forte alta em abril O índice avançou para 65,1 em abril, ante 57,3 em março. Esta foi a 1ª alta na comparação ano a ano desde julho de 2007.;";";alegria
 'Não somos idiotas facilmente enganados', diz Fidel Para ex-líder cubano, EUA querem Cuba como escravo, diz Fidel. Aos 82 anos, Fidel Castro se recupera de uma doença.;";";alegria
 ‘Justiça brasileira existe e se fez valer’, diz Protógenes Delegado da PF comentou arquivamento do processo do juiz De Sanctis. Em festa de 1º de Maio, ele disse que está na 'iminência' do desemprego.;";";alegria
 BID dará empréstimo de US$ 3 bilhões ao México por gripe e crise Os empréstimos para 2009 são quase triplo do valor oferecido em 2008. Objetivo é amenizar os impactos da gripe e da crise econômica.;";";alegria
 Cão que passa roupa é destaque em show de talentos Concurso britânico reúne animais de estimação que jogam hockey e dançam.;";";alegria
 Mudança tem que partir do povo, não de Obama, diz ex-radical dos EUA William Ayers foi acusado de terrorismo por campanha de McCain. Ele foi militante de esquerda nos anos 60 e apoiou eleição de Obama.;";";alegria
 'Salvar uma vida compensa o trabalho no feriado', diz piloto de helicóptero da PRF Alguns profissionais não reclamam de passar Dia do Trabalho no batente. Serviço é encarado com disposição por quem quer realizar sonho no futuro.;";";alegria
 Centrais fazem 1º de maio com shows, prêmios e protesto por juro menor Força Sindical pretende reunir 10 milhões em festas pelo país. CUT mudou estratégia neste ano e promoverá atos menores e serviço.;";";alegria
 Cientistas encontram 'carne' em fóssil de dinossauro da América do Norte Grupo obteve colágeno, proteína importante para músculos e ossos. Pesquisa busca acabar com dúvidas sobre conservação de moléculas.;";";alegria
 Vice-presidente dos EUA questiona vitória de Ahmadinejad no Irã Joe Biden criticou repressão à liberdade de expressão. Reeleição pode dificultar diálogo entre os dois países.;";";desgosto
 Reino Unido registra primeira morte pela gripe H1N1 Paciente que tinha a doença morreu na Escócia. Organização Mundial de Saúde entende que já há pandemia.;";";desgosto
 Ministério da Saúde registra mais 11 casos da nova gripe Número total de casos confirmados chega a 69. Novos casos são em Santa Catarina (7) e Minas Gerais (4).;";";desgosto
 Perito particular questiona imagens de acidente com ex-deputado no PR Família de vítima contratou profissional para fazer simulação da colisão. Segundo ele, alguns segundos do filme do acidente foram removidos.;";";desgosto
 Depois da guerra, Faixa de Gaza vira 'ilha à deriva' Quatro meses após ataque de Israel, território palestino segue pressionado. Mas região deve voltar a ser o foco do processo de paz no Oriente Médio.;";";desgosto
 Prédio desaba e fere ao menos 3 na Bélgica Acidente aconteceu durante festa local de Ducasse de Doudou. Para bombeiros, pode haver feridos ou mortos nos escombros.;";";desgosto
 Benjamin Netanyahu afirma que um Irã nuclear é a maior ameaça para Israel Premiê israelense fez primeiro discurso sobre política externa. Presidente do Irã, Mahmud Ahmadinejad, é inimigo declarado de Israel.;";";desgosto
 Onda de manifestações toma capital do Irã por conta de resultados eleitorais Opositores apelaram contra a reeleição de Mahmoud Ahmadinejad. Presidente reuniu milhares de pessoas para comemorar vitória.;";";desgosto
 Homem de 76 anos salva menino de 10 anos de ataque de pit bull Aposentado ouviu os gritos da criança e saiu de casa para ajudá-lo. Ele e a filha também foram atacados pelo cachorro em Foz do Iguaçu.;";";desgosto
 Presidente deposto de Honduras e golpistas preparam reunião na Costa Rica Óscar Arias, presidente costarriquenho, será mediador na crise política. Hillary Clinton ajudou a costurar acordo após golpe que derrubou Zelaya.;";";desgosto
 Ibama aplica R$ 34 milhões em multas dentro de reserva em Rondônia Floresta Nacional de Bom Futuro é uma das mais devastadas do Brasil. Na última semana, um carro do instituto foi queimado no local.;";";desgosto
 Berlusconi mostra a Obama estragos feitos pelo terremoto na Itália Presidente americano viu os trabalhos de reconstrução na região central. Eles estão em L'Aquila para a reunião anual de cúpula do G8.;";";desgosto
 Preso suspeito de abusar da neta de 3 anos em Belo Horizonte Menina e outra criança, vizinha da família, serão submetidas a exames. Ex-mulher dele flagrou a tentativa de abuso e chamou a Polícia Militar.;";";desgosto
 Manifestantes queimam carro em Honduras Grupo pede o retorno de Zelaya à Presidência do país. Encontro na Costa Rica nessa quinta pode ser início do fim da crise.;";";desgosto
 Servidores entram com pedido de impeachment de Yeda Pedido foi protocolado na Assembleia Legislativa do RS. Em nota anterior, ela disse que contas de campanha foram aprovadas.;";";desgosto
 Brasil tem 977 casos de nova gripe Nesta quarta (8), ministério confirmou 72 novos casos da doença. A partir da próxima semana, boletins serão semanais.;";";desgosto
 Obras e má sinalização aumentam acidentes em estradas no ES Placas de sinalização não resistem ao tráfego intenso na rodovia. Para Dnit, acidentes ocorrem pelo desrespeito aos limites de velocidade.;";";desgosto
 Japão tem em junho a maior taxa de desemprego desde 2003 É o quinto aumento mensal consecutivo. Crescimento da taxa é superior à previsão de analistas do mercado.;";";desgosto
 Vice dos EUA diz que há 'enorme dúvida' sobre eleição iraniana Joe Biden disse ser preciso avaliar a situação antes de opinar. Opositores do presidente reeleito no Irã dizem que houve fraude.;";";desgosto
 Candidato reformista do Irã apela contra resultado das eleições Mir Hosein Moussavi entrou com o pedido formal para anular resultado. Ele alega que houve fraude na votação que reelegeu Ahmadinejad.;";";desgosto
 Perdedores sempre ficam insatisfeitos com resultado, diz presidente do Irã Ahmadinejad disse que o Irã é um modelo de democracia para o mundo. Oposição acusa presidente de tentar dar golpe de Estado.;";";desgosto
 Atentado no Paquistão mata oito pessoas Bomba explodiu no interior de um carro na província Fronteira Noroeste. Outras 20 pessoas ficaram feridas.;";";desgosto
 Quatro palestinos ficam feridos em bombardeio israelense a túneis em Gaza Ataque é resposta ao lançamento do 1º foguete palestino contra Israel. Cinco túneis que abastecem Faixa de Gaza teriam sido destruídos.;";";desgosto
 Repórteres Sem Fronteiras afirma que houve censura nas eleições do Irã ONG diz que sites e mensagens de celular foram bloqueados. Jornais teriam sido proibidos de publicar eventual vitória de oposicionistas.;";";desgosto
 Mahmoud Ahmadinejad diz que eleição foi 'livre e saudável' Presidente conservador se defendeu em discurso na televisão. Milhares de eleitores de Mir Hussein Moussavi protestam resultado.;";";desgosto
 Autoridades do Irã bloqueiam pela 3ª vez Facebook, usado por Moussavi Redes de celular também tiveram problemas. Opositor ao presidente do Irã diz que houve fraudes em eleição.;";";desgosto
 Madrassas preenchem lacuna na educação de crianças no Paquistão Escolas religiosas islâmicas fazem o que o estado deixa de fazer. Mas seu papel é questionado por conta das relações com a insurgência.;";";desgosto
 Ciclistas nus protestam contra a 'cultura do carro' Protesto pacífico em Londres está na sexta edição. Manifestantes também se opõem à dependência de petróleo.;";";desgosto
 Indenização das famílias do voo 447 está em andamento, diz Air France Companhia aérea disse que seguradora já contatou a famílias das vítimas. Parentes se mobilizam para acionar Air France nos tribunais europeus.;";";desgosto
 Número de mortos em terremoto em Honduras sobe para cinco Tremor de magnitude 7,1 abalou o país durante a madrugada. Houve alerta de tsunami no Caribe, mas ele foi retirado.;";";desgosto
 Explosão em mesquita mata 15 no Irã Atentado também deixou cerca de 50 feridos. País tem eleições presidenciais em 12 de junho.;";";desgosto
 Rússia descarta 'linguagem de sanções' e pede paciência com a Coreia do Norte Chancelaria defendeu 'solução político-diplomática' na crise nuclear. Norte-coreanos fizeram teste nuclear na última segunda-feira (25).;";";desgosto
 Explosões matam 5 e ferem 30 no Paquistão Ataque ocorreu em Peshawar. Na véspera, atentado matou ao menos 24 em Lahore.;";";desgosto
 Bebida alcoólica caseira mata 16 na Indonésia Outras 14 pessoas foram hospitalizadas em Bali. Mortes foram provocadas por hemorragia interna, diz médico.;";";desgosto
 Terremoto em Honduras deixa um morto e um ferido, diz Cruz Vermelha Tremor de magnitude 7,1 abalou o país durante a madrugada. Houve alerta de tsunami no Caribe, mas ele já foi retirado.;";";desgosto
 Israel rejeita pedido dos EUA para congelar assentamentos Após pedido de Hillary Clinton, país diz que questão será discutida em diálogo de paz com palestinos.;";";desgosto
 Para Anistia, crescimento não ajudou direitos humanos no Brasil Crise econômica mundial deve piorar situação, diz analista. Entidade divulgou seu relatório anual sobre direitos humanos no mundo.;";";desgosto
 Coreia do Sul e EUA elevam alerta militar por conta da Coreia do Norte Nível de alerta subiu de 1 para 2, maior desde outubro de 2006. Vigilância sobre regime de Pyongyang é reforçada com aviões e pessoal.;";";desgosto
 Ministério Público dá parecer sobre caso do menino Sean, dizem advogados MP recomenda que menino seja devolvido aos Estados Unidos. Pai americano e padrasto brasileiro disputam guarda.;";";desgosto
 Campanha eleitoral via torpedo e internet cria polêmica no Irã Jovens são bombardeados com e-mails e mensagens políticas pelo celular. País tem 23 milhões de internautas, e 45 milhões usam aparelhos móveis.;";";desgosto
 Exame de DNA aponta que argentino teve 7 filhos com a própria filha Outra filha também diz que foi molestada pelo pai. Homem está em prisão de segurança máxima.;";";desgosto
 Touro atinge 'matador' em arena de Madri Israel Lancho foi chifrado na Arena de Las Ventas. Ele foi hospitalizado em estado grave e seria operado.;";";desgosto
 Escritor Mario Vargas Llosa é retido em aeroporto na Venezuela Peruano está no país para fórum sobre liberdade e propriedade privada. Segundo o fórum, ele será escoltado pela polícia até seu hotel.;";";desgosto
 EUA confirmam 11 mortes em pacientes da nova gripe Morte de mulher de 50 anos em Nova York foi confirmada. País tem 7.927 contaminados, segundo agência do governo.;";";desgosto
 México tem mais quatro mortes em pacientes da nova gripe Número de mortos eleva-se a 89, diz Ministério da Saúde. Só uma minoria de casos é recente, segundo o governo.;";";desgosto
 Três soldados da Otan mortos no Afeganistão Mortes ocorreram em ataques separados. Uma das vítimas era britânica.;";";desgosto
 Suspensão de toque de recolher causa fuga em massa no Paquistão Carros e ônibus lotados deixam o Vale do Swat, onde Exército enfrenta militantes do Talibã.;";";desgosto
 Flerte e inexperiência podem ter causado acidente aéreo em Nova York, diz jornal Acidente matou 50 no estado americano de Nova York em fevereiro. Informação foi publicada pelo jornal 'New York Post'.;";";desgosto
 Cardápio cotidiano da Jordânia é muito variado, mas repetitivo Cozinha parece a árabe servida no Brasil, mas tempero é mais acentuado. Variedade de pratos torna difícil achar espaço para apoiar copos.;";";desgosto
 Menina de 15 anos é acorrentada pela avó em MS Segundo a polícia, avó se cansou da desobediência da neta em Amambaí. Ela vai responder em liberdade por cárcere privado.;";";desgosto
 Rompimento de barragem deixa pelo menos 500 famílias fora de casa Defesa Civil diz que está procurando por dois adolescentes, que sumiram. Na quarta-feira, nível da água chegou a 20 metros.;";";desgosto
 Mulher de 52 anos dá à luz quadrigêmeos em SC Professora e marido procuraram clínica de fertilização. Crianças nasceram na sexta e permanecem internadas.;";";desgosto
 Funcionários acusam governo do Pará de favorecer madeireiros Esquema pode ter movimentado R$ 25 milhões. Secretário de Meio Ambiente anunciou saída do cargo.;";";desgosto
 ONG transforma lixo em instrumentos musicais em Betim Quarenta crianças carentes participam de projeto de reciclagem. Em Belo Horizonte, instrutores também realizam oficinas em escolas.;";";desgosto
 Norte e Nordeste do país têm previsão de chuva Zona de Convergência Intertropical atua nas duas regiões. Temperaturas estarão em declínio no Rio Grande do Sul.;";";desgosto
 Aposentado é encontrado morto nos fundos de hospital no RS Segundo a família, ele foi ao hospital no sábado, com infecção urinária. Paciente, de 75 anos, teria fugido do pronto-socorro.;";";desgosto
 Cinco tribos isoladas correm risco de desaparecer, alerta ONG Quatro delas estão na Amazônia, duas no Brasil. Desmatamento é a principal ameaça aos povos, diz Survival International.;";";desgosto
 Secretário de Meio Ambiente do Pará deixa cargo, confirma governo Saída não tem relação com caso de fraude na Sema, diz assessoria. Governo admitiu irregularidade em sistema de comércio de madeira.;";";desgosto
 Governo anuncia liberação de R$ 15 bilhões para a agricultura familiar Valor será para a safra 2009/2010, diz ministro do Desenvolvimento Agrário. Deve ser criado também um seguro para investimento.;";";desgosto
 Ministério da Saúde confirma 10º caso da nova gripe no Brasil Paciente é do Rio de Janeiro e está bem, diz órgão. Número de casos monitorados subiu para 16.;";";desgosto
 Chuva causa estragos em Pernambuco e em Mato Grosso do Sul Em Caruaru, lojas fecharam e parte da vegetação foi arrastada. Em Campo Grande, ventos chegaram a 86 km/h.;";";desgosto
 Jornal britânico destaca Recife como 'capital de assassinatos' do Brasil Repórter investigou a ação de policiais que integram esquadrões da morte na cidade.;";";desgosto
 Ambulância tomba em rodovia com pista molhada no RS Dois ocupantes do veículo foram levados a hospital e liberados. Acidente aconteceu na RS-122, na região de Caxias do Sul.;";";desgosto
 Aves passam por treinamento para vigiar aeroporto no RS a partir de junho Falcões e gaviões ajudarão a manter outras aves longe do aeroporto. Medida deve diminuir risco de colisões entre animais e aeronaves.;";";desgosto
 Frente fria chega ao Sudeste no fim de semana Previsão é de fortes pancadas de chuva em São Paulo. Segundo Cptec/Inpe, chuvas continuam no Norte e Nordeste.;";";desgosto
 Mohammed D'Ali é condenado a 21 anos pela morte de jovem inglesa Jurados condenaram a 19 anos de reclusão pelo crime de homicídio. Outros dois anos da condenação foram referentes à ocultação do cadáver.;";";desgosto
 Movimentos LGBT fazem manifestação na rampa do Congresso Ação aconteceu durante seminário sobre o tema. Participantes pedem a criminalização da homofobia.;";";desgosto
 Suécia diz que OMS decidiu declarar pandemia da nova gripe Reunião do comitê de emergência aconteceu em Genebra. Declaração oficial deve ser feita após o meio-dia (horário de Brasília);";";desgosto
 OMS convoca comitê e pode declarar pandemia da nova gripe Reunião do comitê de emergência acontece em Genebra. OMS reconheceu que a declaração de uma pandemia é iminente.;";";desgosto
 Pesquisador inventa tijolo feito de casca de coco e de castanha Material é mais resistente do que o tijolo comum. Blocos não precisam ser cozidos, evitando o uso de lenha.;";";desgosto
 Aparentemente seguro, beisebol provoca várias contusões Levantamento foi conduzido por pesquisadores nos Estados Unidos. Em 13 anos, 1,5 milhão de menores foram ao PS por conta dele.;";";desgosto
 Filhotes de caracal nascem em cativeiro Gato selvagem tem orelha pontuda como marca registrada. Espécie está ameaçada de extinção em Israel.;";";desgosto
 Organização Mundial da Saúde confirma mais 444 casos de nova gripe no mundo Segundo agência, há 13.398 infectados, comparado com 12.954 de terça. Nova York confirmou mais duas mortes, mas OMS ainda não as registrou.;";";desgosto
 Água tratada contém restos de café e de remédios, alertam cientistas Pesquisadores detectaram substâncias perigosas na água potável. Falta de legislação dificulta a resolução do problema.;";";desgosto
 Ordem correta das vacinas ajuda a diminuir dor sentida por bebês Pesquisadores acompanharam reações das crianças às picadas. Segundo teste, é melhor dar antes vacina contra difteria e outras doenças.;";";desgosto
 Flor cria 'aeroporto' para abelhas em suas pétalas, revela estudo Formato especial das células ajuda insetos a pousar com segurança. Planta e polinizadores possuem 'aliança' que beneficia ambas as partes.;";";desgosto
 Uso regular de maconha pode aumentar risco de surgimento de psicoses Pesquisa alemã mostra que uso moderado e regular pode ser perigoso. Perigo aumenta de acordo com tempo e dose de utilização.;";";desgosto
 Economia britânica deve retomar crescimento este ano, diz ministro Alistair Darling diz, porém, que é cedo para retirada de estímulos. Para ele, situação de outros países e preço do petróleo pedem cautela.;";";desgosto
 G8 diz ver sinais de estabilização na crise, mas riscos persistem Ministros das sete maiores economias e da Rússia se reúnem na Itália. Eles pediram ao FMI estratégias para uma recuperação consistente.;";";desgosto
 HSBC vende participação em empresa por US$ 307 milhões HMS atua no processamento de operações com cartão de crédito. A compradora Global Payments já detinha o restante da HMS.;";";desgosto
 Vendas globais da Volkswagen sobem em maio pela 1ª vez no ano Alta foi de 1,5% em maio na comparação com o mesmo mês de 2008. Crescimento foi puxado por performance forte na Alemanha e na China.;";";desgosto
 Supermercados dizem que deixarão de comprar carne de desmatadores Empresas atendem a pedido do Ministério Público Federal. Pelo menos 21 fazendas embargadas pelo Ibama vendem carne no Pará.;";";desgosto
 Ministro do Desenvolvimento conclui missão comercial à África Miguel Jorge passou por Gana, Senegal e Nigéria. Objetivo é explorar regiões onde país tem pouca troca comercial.;";";desgosto
 BRICs não vão discutir reservas em novas moedas, afirma Rússia Líderes da Rússia, China, Índia e Brasil se reunirão na segunda-feira (15). Segundo assessor, reforma de instituições financeiras será tema.;";";desgosto
 Especialistas comparam recessão técnica no Brasil com outros países China e Índia estão em melhor posição que o Brasil. Ministro da Fazenda acredita que o pior já passou.;";";desgosto
 Empresa de cartão de crédito processa Courtney Love por contas não pagas Amex afirma que cantora deve US$ 350 mil em faturas de seu cartão. Procurada, agente de Love afirmou não ter informações sobre o caso.;";";desgosto
 Opep não vai alterar cotas de produção Informação foi confirmada pelo ministro saudita de petróleo. Preço do barril deverá chegar a US$ 70 até o fim deste ano, diz entidade.;";";desgosto
 GM pede mais dinheiro e Alemanha adia decisão sobre Opel Montadora americana teria pedido mais dinheiro pela filial europeia. Destino da Opel pode ser definido nesta sexta-feira.;";";desgosto
 Grife de luxo Lacroix pede proteção contra credores Com decisão, pagamentos a credores foram suspensos. Proprietária tenta encontrar comprador para a marca há mais de um ano.;";";desgosto
 Senado autoriza governo a pedir garantia de empregos para empréstimos Proposta foi incluída na MP que capitaliza o BNDES em R$ 100 bilhões. Texto segue para a sanção do presidente Luiz Inácio Lula da Silva.;";";desgosto
 Preços por atacado sobem e IGP-10 tem alta após dois meses de deflação Indicador ficou em 0,17% em maio, segundo a FGV. Preços ao consumidor subiram menos em comparação com abril.;";";desgosto
 Proposta de emenda mina decisão do CNJ sobre concursos para cartórios Emenda garante efetivação de dirigentes admitidos entre 1988 e 1994. Cerca de 5 mil responsáveis por cartórios continuariam beneficiados.;";";desgosto
 Procurador deseja que TCU investigue todos os atos secretos do Senado Marinus Marsico quer devolução de recursos e punição aos responsáveis. Comissão do Senado faz levantamento sobre atos não publicados.;";";desgosto
 Vice José Alencar retornará aos EUA para tratamento no dia 22 Vice-presidente faz tratamento experimental contra câncer. Nesta quinta, ele esteve em São Paulo para exames de rotina.;";";desgosto
 Deputados gaúchos coletam nas ruas assinaturas para CPI contra Yeda Parlamentares querem apoio de eleitores para investigação. CPI precisa de mais duas assinaturas de deputados para ser criada.;";";desgosto
 Líder do governo no Congresso diz que oposição tem ‘atitude autoritária’ Ideli Salvatti (PT-SC) criticou impasse sobre relatoria da CPI das ONGs. Lula alterou agenda para receber Múcio, Temer e líderes do governo.;";";desgosto
 Senado irá publicar 'atos secretos', diz Heráclito Atos são de administrações antigas e passarão por sindicância. Mercadante disse que são 'vícios' da continuidade administrativa.;";";desgosto
 Mão Santa manda investigar se ex-diretor 'depenou' apartamento funcional De acordo com terceiro-secretário, Zoghbi teria retirado objetos do local. Advogado alega que imóvel passa por reforma.;";";desgosto
 Ex-diretores darão explicações sobre denúncias a senadores Mesa Diretora vai ouvir Agaciel Maia e João Carlos Zoghbi. Eles são acusados de fraudes em contratos da Casa.;";";desgosto
 Governo paulista quer identificar casos de nepotismo Cerca de 12 mil funcionários têm cargos de confiança. Decreto exige que comissionado declare se tem parente no governo.;";";desgosto
 Senado recebe requerimento para criação de CPI do Dnit Trinta senadores apoiam pedido, três a mais que o necessário. Autor prevê instalação dos trabalhos para junho.;";";desgosto
 Senado aprova MP para dar merenda e transporte escolar para ensino médio MP destina R$ 547,6 milhões para programas do governo. Projeto regulamenta também repasses para o Pronera.;";";desgosto
 Líder do governo no Senado quer ser relator da CPI da Petrobras Romero Jucá diz que sua indicação seria garantia de investigação. Definição deve acontecer na próxima semana, quando a CPI será instalada.;";";desgosto
 Notas de deputado estavam dentro da regularidade, diz funcionário da Câmara Edmar Moreira é acusado de uso irregular de verba indenizatória. Responsável por fiscalização diz que cabe a ele declarar se serviço foi feito.;";";desgosto
 Base aliada deve ficar com cargos-chave da CPI da Petrobras, diz Jucá Líder do governo no Senado prevê instalação na próxima semana. Oposição quer presidência da CPI e vai obstruir votações.;";";desgosto
 Definição sobre cargos na CPI deve ficar para a semana que vem ‘Nós temos prazo, não precisamos ter pressa’, disse Aloizio Mercadante. Ele se reuniu com Lula, a senadora Ideli Salvatti e o ministro José Múcio.;";";desgosto
 Garotinho diz não ter desistido de ser presidente Ele diz que focará no Rio num primeiro momento, no entanto. O ex-governador declarou também total apoio à Dilma, se for candidata.;";";desgosto
 Lucro da Disney cai 45,7% no segundo trimestre fiscal Lucro líquido foi de US$ 613 milhões. Receita líquida da companhia somou US$ 8,1 bilhões.;";";desgosto
 Em nota, Odebrecht rechaça pedido de arbitragem do Equador Empresa pede auditorias técnicas 'de mais alto nível'. País alega que Odebrecht aumentou preço de obra de forma ilegal.;";";desgosto
 Morte de mãe dá estabilidade a detentor de guarda de criança, aprova Câmara Texto prevê garantia de emprego por prazo máximo de cinco meses. Projeto segue agora para análise e votação no Senado.;";";desgosto
 Starbucks contra-ataca McDonald's e lança menu de café-da-manhã No McDonald's, café-da-manhã já representa 10% do faturamento. Starbucks diz acreditar que menu aumentará movimento em 17%.;";";desgosto
 Curitiba registra manhã mais fria do ano Termômetros marcaram 9,6ºC entre 6h e 7h desta terça-feira. Segundo Inmet, ar seco e poucas nuvens provocaram baixa temperatura.;";";desgosto
 Microsoft anuncia mais cortes dentro do 'pacote' de 5 mil demissões Número representa 5% do total de 96 mil funcionários da companhia. Plano de cortes anunciado em janeiro terá duração de 18 meses.;";";desgosto
 Laboratório confirma que botulismo matou menina de 6 anos em AL Lacen divulgou resultado positivo de testes na manhã desta terça-feira. Uma criança e dois adolescentes continuam internados na UTI.;";";desgosto
 México lança pacote de estímulo econômico de US$ 2 bilhões Objetivo é apoiar setores afetados pela nova gripe. Medidas fiscais totalizam cerca de 17,4 bilhões de pesos.;";";desgosto
 Juiz libera US$ 4,5 bilhões para Chrysler operar Empréstimo dos Estados Unidos e do Canadá será para pagamentos. Credores se posicionaram contra o acesso ao financiamento.;";";desgosto
 Vice de Obama pressiona Israel pela criação do Estado palestino Joe Biden também pediu aos palestinos que interrompam ataques. Governo de Netanyahu reluta em negociar a solução de dois estados.;";";desgosto
